"","num_id","s_id","E.Coli","Phosphorus","Nitrogen","dominant_landcover","Longitude","Latitude","Trend","percent_annual_change","Turbidity"
"1404",1404,"NAT-DN09",219,333,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",120
"1405",1405,"NAT-DN09",219,333,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",251
"1406",1406,"NAT-DN09",219,333,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",335
"1407",1407,"NAT-DN09",120,120,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",120
"1408",1408,"NAT-DN09",120,120,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",251
"1409",1409,"NAT-DN09",120,120,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",335
"1410",1410,"NAT-DN09",219,333,251,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",120
"1411",1411,"NAT-DN09",219,333,251,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",251
"1412",1412,"NAT-DN09",219,333,251,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",335
"1413",1413,"NAT-DN09",120,333,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",120
"1414",1414,"NAT-DN09",120,333,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",251
"1415",1415,"NAT-DN09",120,333,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",335
"1416",1416,"NAT-DN09",120,333,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",120
"1417",1417,"NAT-DN09",120,333,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",251
"1418",1418,"NAT-DN09",120,333,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",335
"1419",1419,"NAT-DN09",120,333,251,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",120
"1420",1420,"NAT-DN09",120,333,251,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",251
"1421",1421,"NAT-DN09",120,333,251,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",335
"1422",1422,"NAT-DN09",120,251,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",120
"1423",1423,"NAT-DN09",120,251,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",251
"1424",1424,"NAT-DN09",120,251,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",335
"1425",1425,"NAT-DN09",219,120,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",120
"1426",1426,"NAT-DN09",219,120,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",251
"1427",1427,"NAT-DN09",219,120,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",335
"1428",1428,"NAT-DN09",219,120,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",120
"1429",1429,"NAT-DN09",219,120,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",251
"1430",1430,"NAT-DN09",219,120,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",335
"1431",1431,"NAT-DN09",219,120,251,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",120
"1432",1432,"NAT-DN09",219,120,251,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",251
"1433",1433,"NAT-DN09",219,120,251,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",335
"1434",1434,"NAT-DN09",219,333,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",120
"1435",1435,"NAT-DN09",219,333,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",251
"1436",1436,"NAT-DN09",219,333,322,"Native",167.685996922745,-46.1307733359097,"Worsening","1-2% worsening",335
"1437",1437,"NAT-DN09",120,251,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",120
"1438",1438,"NAT-DN09",120,251,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",251
"1439",1439,"NAT-DN09",120,251,120,"Native",167.685996922745,-46.1307733359097,"Indeterminate","1-2% worsening",335
"1440",1440,"NAT-DN10",109,240,240,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% improving",109
"1441",1441,"NAT-DN10",109,240,240,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% improving",240
"1442",1442,"NAT-DN10",109,240,240,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% improving",324
"1443",1443,"NAT-DN10",109,240,109,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",109
"1444",1444,"NAT-DN10",109,240,109,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",240
"1445",1445,"NAT-DN10",109,240,109,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",324
"1446",1446,"NAT-DN10",109,323,311,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",109
"1447",1447,"NAT-DN10",109,323,311,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",240
"1448",1448,"NAT-DN10",109,323,311,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",324
"1449",1449,"NAT-DN10",109,323,109,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",109
"1450",1450,"NAT-DN10",109,323,109,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",240
"1451",1451,"NAT-DN10",109,323,109,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",324
"1452",1452,"NAT-DN10",109,109,311,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",109
"1453",1453,"NAT-DN10",109,109,311,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",240
"1454",1454,"NAT-DN10",109,109,311,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",324
"1455",1455,"NAT-DN10",109,109,240,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% improving",109
"1456",1456,"NAT-DN10",109,109,240,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% improving",240
"1457",1457,"NAT-DN10",109,109,240,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% improving",324
"1458",1458,"NAT-DN10",109,323,240,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% improving",109
"1459",1459,"NAT-DN10",109,323,240,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% improving",240
"1460",1460,"NAT-DN10",109,323,240,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% improving",324
"1461",1461,"NAT-DN10",109,240,311,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",109
"1462",1462,"NAT-DN10",109,240,311,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",240
"1463",1463,"NAT-DN10",109,240,311,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",324
"1464",1464,"NAT-DN10",109,109,109,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",109
"1465",1465,"NAT-DN10",109,109,109,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",240
"1466",1466,"NAT-DN10",109,109,109,"Native",167.5342637,-45.80502969,"Indeterminate","0-1% worsening",324
"1467",1467,"NAT-GS01",120,120,120,"Pastoral",177.8818198,-38.46854899,"Indeterminate","0-1% worsening",251
"1468",1468,"NAT-GS01",120,120,120,"Pastoral",177.8818198,-38.46854899,"Indeterminate","0-1% worsening",120
"1469",1469,"NAT-GS01",120,120,120,"Pastoral",177.8818198,-38.46854899,"Indeterminate","0-1% worsening",335
"1470",1470,"NAT-GS01",120,120,251,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",251
"1471",1471,"NAT-GS01",120,120,251,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",120
"1472",1472,"NAT-GS01",120,120,251,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",335
"1473",1473,"NAT-GS01",120,334,120,"Pastoral",177.8818198,-38.46854899,"Indeterminate","0-1% worsening",251
"1474",1474,"NAT-GS01",120,334,120,"Pastoral",177.8818198,-38.46854899,"Indeterminate","0-1% worsening",120
"1475",1475,"NAT-GS01",120,334,120,"Pastoral",177.8818198,-38.46854899,"Indeterminate","0-1% worsening",335
"1476",1476,"NAT-GS01",120,334,323,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",251
"1477",1477,"NAT-GS01",120,334,323,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",120
"1478",1478,"NAT-GS01",120,334,323,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",335
"1479",1479,"NAT-GS01",120,120,323,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",251
"1480",1480,"NAT-GS01",120,120,323,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",120
"1481",1481,"NAT-GS01",120,120,323,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",335
"1482",1482,"NAT-GS01",120,251,120,"Pastoral",177.8818198,-38.46854899,"Indeterminate","0-1% worsening",251
"1483",1483,"NAT-GS01",120,251,120,"Pastoral",177.8818198,-38.46854899,"Indeterminate","0-1% worsening",120
"1484",1484,"NAT-GS01",120,251,120,"Pastoral",177.8818198,-38.46854899,"Indeterminate","0-1% worsening",335
"1485",1485,"NAT-GS01",120,251,323,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",251
"1486",1486,"NAT-GS01",120,251,323,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",120
"1487",1487,"NAT-GS01",120,251,323,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",335
"1488",1488,"NAT-GS01",120,251,251,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",251
"1489",1489,"NAT-GS01",120,251,251,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",120
"1490",1490,"NAT-GS01",120,251,251,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",335
"1491",1491,"NAT-GS01",120,334,251,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",251
"1492",1492,"NAT-GS01",120,334,251,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",120
"1493",1493,"NAT-GS01",120,334,251,"Pastoral",177.8818198,-38.46854899,"Worsening","1-2% worsening",335
"1494",1494,"NAT-GS02",120,251,323,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",251
"1495",1495,"NAT-GS02",120,251,323,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",335
"1496",1496,"NAT-GS02",120,251,323,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",120
"1497",1497,"NAT-GS02",120,251,120,"Pastoral",177.5616815,-38.41500176,"Indeterminate","0-1% worsening",251
"1498",1498,"NAT-GS02",120,251,120,"Pastoral",177.5616815,-38.41500176,"Indeterminate","0-1% worsening",335
"1499",1499,"NAT-GS02",120,251,120,"Pastoral",177.5616815,-38.41500176,"Indeterminate","0-1% worsening",120
"1500",1500,"NAT-GS02",120,251,251,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",251
"1501",1501,"NAT-GS02",120,251,251,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",335
"1502",1502,"NAT-GS02",120,251,251,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",120
"1503",1503,"NAT-GS02",120,335,251,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",251
"1504",1504,"NAT-GS02",120,335,251,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",335
"1505",1505,"NAT-GS02",120,335,251,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",120
"1506",1506,"NAT-GS02",120,120,323,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",251
"1507",1507,"NAT-GS02",120,120,323,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",335
"1508",1508,"NAT-GS02",120,120,323,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",120
"1509",1509,"NAT-GS02",120,120,120,"Pastoral",177.5616815,-38.41500176,"Indeterminate","0-1% worsening",251
"1510",1510,"NAT-GS02",120,120,120,"Pastoral",177.5616815,-38.41500176,"Indeterminate","0-1% worsening",335
"1511",1511,"NAT-GS02",120,120,120,"Pastoral",177.5616815,-38.41500176,"Indeterminate","0-1% worsening",120
"1512",1512,"NAT-GS02",120,120,251,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",251
"1513",1513,"NAT-GS02",120,120,251,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",335
"1514",1514,"NAT-GS02",120,120,251,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",120
"1515",1515,"NAT-GS02",120,335,323,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",251
"1516",1516,"NAT-GS02",120,335,323,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",335
"1517",1517,"NAT-GS02",120,335,323,"Pastoral",177.5616815,-38.41500176,"Worsening","0-1% worsening",120
"1518",1518,"NAT-GS02",120,335,120,"Pastoral",177.5616815,-38.41500176,"Indeterminate","0-1% worsening",251
"1519",1519,"NAT-GS02",120,335,120,"Pastoral",177.5616815,-38.41500176,"Indeterminate","0-1% worsening",335
"1520",1520,"NAT-GS02",120,335,120,"Pastoral",177.5616815,-38.41500176,"Indeterminate","0-1% worsening",120
"1521",1521,"NAT-GS03",120,333,250,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",249
"1522",1522,"NAT-GS03",120,333,250,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",333
"1523",1523,"NAT-GS03",120,333,250,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",120
"1524",1524,"NAT-GS03",120,249,322,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",249
"1525",1525,"NAT-GS03",120,249,322,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",333
"1526",1526,"NAT-GS03",120,249,322,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",120
"1527",1527,"NAT-GS03",120,249,120,"Pastoral",177.621011,-38.19973323,"Indeterminate","0-1% worsening",249
"1528",1528,"NAT-GS03",120,249,120,"Pastoral",177.621011,-38.19973323,"Indeterminate","0-1% worsening",333
"1529",1529,"NAT-GS03",120,249,120,"Pastoral",177.621011,-38.19973323,"Indeterminate","0-1% worsening",120
"1530",1530,"NAT-GS03",120,333,120,"Pastoral",177.621011,-38.19973323,"Indeterminate","0-1% worsening",249
"1531",1531,"NAT-GS03",120,333,120,"Pastoral",177.621011,-38.19973323,"Indeterminate","0-1% worsening",333
"1532",1532,"NAT-GS03",120,333,120,"Pastoral",177.621011,-38.19973323,"Indeterminate","0-1% worsening",120
"1533",1533,"NAT-GS03",120,120,322,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",249
"1534",1534,"NAT-GS03",120,120,322,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",333
"1535",1535,"NAT-GS03",120,120,322,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",120
"1536",1536,"NAT-GS03",120,120,120,"Pastoral",177.621011,-38.19973323,"Indeterminate","0-1% worsening",249
"1537",1537,"NAT-GS03",120,120,120,"Pastoral",177.621011,-38.19973323,"Indeterminate","0-1% worsening",333
"1538",1538,"NAT-GS03",120,120,120,"Pastoral",177.621011,-38.19973323,"Indeterminate","0-1% worsening",120
"1539",1539,"NAT-GS03",120,120,250,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",249
"1540",1540,"NAT-GS03",120,120,250,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",333
"1541",1541,"NAT-GS03",120,120,250,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",120
"1542",1542,"NAT-GS03",120,249,250,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",249
"1543",1543,"NAT-GS03",120,249,250,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",333
"1544",1544,"NAT-GS03",120,249,250,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",120
"1545",1545,"NAT-GS03",120,333,322,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",249
"1546",1546,"NAT-GS03",120,333,322,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",333
"1547",1547,"NAT-GS03",120,333,322,"Pastoral",177.621011,-38.19973323,"Worsening","1-2% worsening",120
"1548",1548,"NAT-GS04",115,329,115,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",115
"1549",1549,"NAT-GS04",115,329,115,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",330
"1550",1550,"NAT-GS04",115,329,115,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",246
"1551",1551,"NAT-GS04",115,329,318,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",115
"1552",1552,"NAT-GS04",115,329,318,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",330
"1553",1553,"NAT-GS04",115,329,318,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",246
"1554",1554,"NAT-GS04",115,329,246,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",115
"1555",1555,"NAT-GS04",115,329,246,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",330
"1556",1556,"NAT-GS04",115,329,246,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",246
"1557",1557,"NAT-GS04",115,246,115,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",115
"1558",1558,"NAT-GS04",115,246,115,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",330
"1559",1559,"NAT-GS04",115,246,115,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",246
"1560",1560,"NAT-GS04",115,246,318,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",115
"1561",1561,"NAT-GS04",115,246,318,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",330
"1562",1562,"NAT-GS04",115,246,318,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",246
"1563",1563,"NAT-GS04",115,246,246,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",115
"1564",1564,"NAT-GS04",115,246,246,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",330
"1565",1565,"NAT-GS04",115,246,246,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",246
"1566",1566,"NAT-GS04",115,115,115,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",115
"1567",1567,"NAT-GS04",115,115,115,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",330
"1568",1568,"NAT-GS04",115,115,115,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",246
"1569",1569,"NAT-GS04",115,115,318,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",115
"1570",1570,"NAT-GS04",115,115,318,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",330
"1571",1571,"NAT-GS04",115,115,318,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",246
"1572",1572,"NAT-GS04",115,115,246,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",115
"1573",1573,"NAT-GS04",115,115,246,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",330
"1574",1574,"NAT-GS04",115,115,246,"Native",177.637474815808,-37.8602054026964,"Indeterminate","0-1% improving",246
"1575",1575,"NAT-GY01",120,330,120,"Native",171.6998539,-41.83490202,"Indeterminate","0-1% worsening",333
"1576",1576,"NAT-GY01",120,330,120,"Native",171.6998539,-41.83490202,"Indeterminate","0-1% worsening",251
"1577",1577,"NAT-GY01",120,330,120,"Native",171.6998539,-41.83490202,"Indeterminate","0-1% worsening",120
"1578",1578,"NAT-GY01",120,120,250,"Native",171.6998539,-41.83490202,"Worsening","0-1% worsening",333
"1579",1579,"NAT-GY01",120,120,250,"Native",171.6998539,-41.83490202,"Worsening","0-1% worsening",251
"1580",1580,"NAT-GY01",120,120,250,"Native",171.6998539,-41.83490202,"Worsening","0-1% worsening",120
"1581",1581,"NAT-GY01",120,330,250,"Native",171.6998539,-41.83490202,"Worsening","0-1% worsening",333
"1582",1582,"NAT-GY01",120,330,250,"Native",171.6998539,-41.83490202,"Worsening","0-1% worsening",251
"1583",1583,"NAT-GY01",120,330,250,"Native",171.6998539,-41.83490202,"Worsening","0-1% worsening",120
"1584",1584,"NAT-GY01",120,330,320,"Native",171.6998539,-41.83490202,"Worsening","1-2% worsening",333
"1585",1585,"NAT-GY01",120,330,320,"Native",171.6998539,-41.83490202,"Worsening","1-2% worsening",251
"1586",1586,"NAT-GY01",120,330,320,"Native",171.6998539,-41.83490202,"Worsening","1-2% worsening",120
"1587",1587,"NAT-GY01",120,120,320,"Native",171.6998539,-41.83490202,"Worsening","1-2% worsening",333
"1588",1588,"NAT-GY01",120,120,320,"Native",171.6998539,-41.83490202,"Worsening","1-2% worsening",251
"1589",1589,"NAT-GY01",120,120,320,"Native",171.6998539,-41.83490202,"Worsening","1-2% worsening",120
"1590",1590,"NAT-GY01",120,120,120,"Native",171.6998539,-41.83490202,"Indeterminate","0-1% worsening",333
"1591",1591,"NAT-GY01",120,120,120,"Native",171.6998539,-41.83490202,"Indeterminate","0-1% worsening",251
"1592",1592,"NAT-GY01",120,120,120,"Native",171.6998539,-41.83490202,"Indeterminate","0-1% worsening",120
"1593",1593,"NAT-GY01",120,248,250,"Native",171.6998539,-41.83490202,"Worsening","0-1% worsening",333
"1594",1594,"NAT-GY01",120,248,250,"Native",171.6998539,-41.83490202,"Worsening","0-1% worsening",251
"1595",1595,"NAT-GY01",120,248,250,"Native",171.6998539,-41.83490202,"Worsening","0-1% worsening",120
"1596",1596,"NAT-GY01",120,248,320,"Native",171.6998539,-41.83490202,"Worsening","1-2% worsening",333
"1597",1597,"NAT-GY01",120,248,320,"Native",171.6998539,-41.83490202,"Worsening","1-2% worsening",251
"1598",1598,"NAT-GY01",120,248,320,"Native",171.6998539,-41.83490202,"Worsening","1-2% worsening",120
"1599",1599,"NAT-GY01",120,248,120,"Native",171.6998539,-41.83490202,"Indeterminate","0-1% worsening",333
"1600",1600,"NAT-GY01",120,248,120,"Native",171.6998539,-41.83490202,"Indeterminate","0-1% worsening",251
"1601",1601,"NAT-GY01",120,248,120,"Native",171.6998539,-41.83490202,"Indeterminate","0-1% worsening",120
"1602",1602,"NAT-GY02",120,247,249,"Native",171.2979004,-42.45351682,"Worsening","1-2% worsening",334
"1603",1603,"NAT-GY02",120,247,249,"Native",171.2979004,-42.45351682,"Worsening","1-2% worsening",252
"1604",1604,"NAT-GY02",120,247,249,"Native",171.2979004,-42.45351682,"Worsening","1-2% worsening",120
"1605",1605,"NAT-GY02",120,247,119,"Native",171.2979004,-42.45351682,"Indeterminate","0-1% worsening",334
"1606",1606,"NAT-GY02",120,247,119,"Native",171.2979004,-42.45351682,"Indeterminate","0-1% worsening",252
"1607",1607,"NAT-GY02",120,247,119,"Native",171.2979004,-42.45351682,"Indeterminate","0-1% worsening",120
"1608",1608,"NAT-GY02",120,118,318,"Native",171.2979004,-42.45351682,"Worsening",">2% worsening",334
"1609",1609,"NAT-GY02",120,118,318,"Native",171.2979004,-42.45351682,"Worsening",">2% worsening",252
"1610",1610,"NAT-GY02",120,118,318,"Native",171.2979004,-42.45351682,"Worsening",">2% worsening",120
"1611",1611,"NAT-GY02",120,247,318,"Native",171.2979004,-42.45351682,"Worsening",">2% worsening",334
"1612",1612,"NAT-GY02",120,247,318,"Native",171.2979004,-42.45351682,"Worsening",">2% worsening",252
"1613",1613,"NAT-GY02",120,247,318,"Native",171.2979004,-42.45351682,"Worsening",">2% worsening",120
"1614",1614,"NAT-GY02",120,118,119,"Native",171.2979004,-42.45351682,"Indeterminate","0-1% worsening",334
"1615",1615,"NAT-GY02",120,118,119,"Native",171.2979004,-42.45351682,"Indeterminate","0-1% worsening",252
"1616",1616,"NAT-GY02",120,118,119,"Native",171.2979004,-42.45351682,"Indeterminate","0-1% worsening",120
"1617",1617,"NAT-GY02",120,329,318,"Native",171.2979004,-42.45351682,"Worsening",">2% worsening",334
"1618",1618,"NAT-GY02",120,329,318,"Native",171.2979004,-42.45351682,"Worsening",">2% worsening",252
"1619",1619,"NAT-GY02",120,329,318,"Native",171.2979004,-42.45351682,"Worsening",">2% worsening",120
"1620",1620,"NAT-GY02",120,329,249,"Native",171.2979004,-42.45351682,"Worsening","1-2% worsening",334
"1621",1621,"NAT-GY02",120,329,249,"Native",171.2979004,-42.45351682,"Worsening","1-2% worsening",252
"1622",1622,"NAT-GY02",120,329,249,"Native",171.2979004,-42.45351682,"Worsening","1-2% worsening",120
"1623",1623,"NAT-GY02",120,118,249,"Native",171.2979004,-42.45351682,"Worsening","1-2% worsening",334
"1624",1624,"NAT-GY02",120,118,249,"Native",171.2979004,-42.45351682,"Worsening","1-2% worsening",252
"1625",1625,"NAT-GY02",120,118,249,"Native",171.2979004,-42.45351682,"Worsening","1-2% worsening",120
"1626",1626,"NAT-GY02",120,329,119,"Native",171.2979004,-42.45351682,"Indeterminate","0-1% worsening",334
"1627",1627,"NAT-GY02",120,329,119,"Native",171.2979004,-42.45351682,"Indeterminate","0-1% worsening",252
"1628",1628,"NAT-GY02",120,329,119,"Native",171.2979004,-42.45351682,"Indeterminate","0-1% worsening",120
"1629",1629,"NAT-GY03",120,120,120,"Native",171.7861605,-42.35445854,"Indeterminate","1-2% improving",251
"1630",1630,"NAT-GY03",120,120,120,"Native",171.7861605,-42.35445854,"Indeterminate","1-2% improving",120
"1631",1631,"NAT-GY03",120,120,120,"Native",171.7861605,-42.35445854,"Indeterminate","1-2% improving",333
"1632",1632,"NAT-GY03",120,120,319,"Native",171.7861605,-42.35445854,"Worsening","0-1% worsening",251
"1633",1633,"NAT-GY03",120,120,319,"Native",171.7861605,-42.35445854,"Worsening","0-1% worsening",120
"1634",1634,"NAT-GY03",120,120,319,"Native",171.7861605,-42.35445854,"Worsening","0-1% worsening",333
"1635",1635,"NAT-GY03",120,120,249,"Native",171.7861605,-42.35445854,"Indeterminate","0-1% worsening",251
"1636",1636,"NAT-GY03",120,120,249,"Native",171.7861605,-42.35445854,"Indeterminate","0-1% worsening",120
"1637",1637,"NAT-GY03",120,120,249,"Native",171.7861605,-42.35445854,"Indeterminate","0-1% worsening",333
"1638",1638,"NAT-GY03",120,331,249,"Native",171.7861605,-42.35445854,"Indeterminate","0-1% worsening",251
"1639",1639,"NAT-GY03",120,331,249,"Native",171.7861605,-42.35445854,"Indeterminate","0-1% worsening",120
"1640",1640,"NAT-GY03",120,331,249,"Native",171.7861605,-42.35445854,"Indeterminate","0-1% worsening",333
"1641",1641,"NAT-GY03",120,249,120,"Native",171.7861605,-42.35445854,"Indeterminate","1-2% improving",251
"1642",1642,"NAT-GY03",120,249,120,"Native",171.7861605,-42.35445854,"Indeterminate","1-2% improving",120
"1643",1643,"NAT-GY03",120,249,120,"Native",171.7861605,-42.35445854,"Indeterminate","1-2% improving",333
"1644",1644,"NAT-GY03",120,249,319,"Native",171.7861605,-42.35445854,"Worsening","0-1% worsening",251
"1645",1645,"NAT-GY03",120,249,319,"Native",171.7861605,-42.35445854,"Worsening","0-1% worsening",120
